head	tail	relation_type	batch_id
八卦	傳聞	syn	syn-top5000-b05-20260718
八爪魚	章魚	syn	syn-top5000-b05-20260718
制度	體制	syn	syn-top5000-b05-20260718
可能性	可能	syn	syn-top5000-b05-20260718
好多時	經常	syn	syn-top5000-b05-20260718
收銀	收款	syn	syn-top5000-b05-20260718
每人	各人	syn	syn-top5000-b05-20260718
睡衣	睡袍	syn	syn-top5000-b05-20260718
花灑	花灑頭	syn	syn-top5000-b05-20260718
話事	做主	syn	syn-top5000-b05-20260718
陪住	陪伴	syn	syn-top5000-b05-20260718
凳仔	矮凳	syn	syn-top5000-b05-20260718
嘈交	吵架	syn	syn-top5000-b05-20260718
因住	小心	syn	syn-top5000-b05-20260718
埋位	就座	syn	syn-top5000-b05-20260718
大隻佬	大漢	syn	syn-top5000-b05-20260718
揹	背	syn	syn-top5000-b05-20260718
收聲	住口	syn	syn-top5000-b05-20260718
有講有笑	談笑	syn	syn-top5000-b05-20260718
紅蘿蔔	胡蘿蔔	syn	syn-top5000-b05-20260718
起勢	用力	syn	syn-top5000-b05-20260718
醜樣	醜陋	syn	syn-top5000-b05-20260718
門鐘	門鈴	syn	syn-top5000-b05-20260718
鬆一口氣	放心	syn	syn-top5000-b05-20260718
冷衫	毛衣	syn	syn-top5000-b05-20260718
匿埋	躲藏	syn	syn-top5000-b05-20260718
好耐	好久	syn	syn-top5000-b05-20260718
廁紙	手紙	syn	syn-top5000-b05-20260718
手錶	錶	syn	syn-top5000-b05-20260718
捉實	抓緊	syn	syn-top5000-b05-20260718
直程	簡直	syn	syn-top5000-b05-20260718
相識	認識	syn	syn-top5000-b05-20260718
耳機	耳筒	syn	syn-top5000-b05-20260718
近排	最近	syn	syn-top5000-b05-20260718
除衫	脱衣	syn	syn-top5000-b05-20260718
點睇	看法	syn	syn-top5000-b05-20260718
補丁	補釘	syn	syn-top5000-b05-20260718
三文治	三明治	syn	syn-top5000-b05-20260718
執起	拾起	syn	syn-top5000-b05-20260718
怪獸	怪物	syn	syn-top5000-b05-20260718
打圈	打轉	syn	syn-top5000-b05-20260718
殺人	殺害	syn	syn-top5000-b05-20260718
毛蟲	幼蟲	syn	syn-top5000-b05-20260718
無端端	平白無故	syn	syn-top5000-b05-20260718
生仔	生育	syn	syn-top5000-b05-20260718
草叢	草莽	syn	syn-top5000-b05-20260718
落街	出街	syn	syn-top5000-b05-20260718
負面	消極	syn	syn-top5000-b05-20260718
過份	過分	syn	syn-top5000-b05-20260718
審計	稽核	syn	syn-top5000-b05-20260718
共鳴	同感	syn	syn-top5000-b05-20260718
剩返	剩下	syn	syn-top5000-b05-20260718
各種	各樣	syn	syn-top5000-b05-20260718
回歸	回來	syn	syn-top5000-b05-20260718
小矮人	侏儒	syn	syn-top5000-b05-20260718
未夠	不足	syn	syn-top5000-b05-20260718
總部	總行	syn	syn-top5000-b05-20260718
閉上	合攏	syn	syn-top5000-b05-20260718
傻佬	傻瓜	syn	syn-top5000-b05-20260718
冇幾耐	不久	syn	syn-top5000-b05-20260718
呷醋	妒忌	syn	syn-top5000-b05-20260718
壓住	按住	syn	syn-top5000-b05-20260718
望下	看看	syn	syn-top5000-b05-20260718
死心	絕望	syn	syn-top5000-b06-20260718
流眼淚	流淚	syn	syn-top5000-b06-20260718
用嚟	用來	syn	syn-top5000-b06-20260718
發洩	發泄	syn	syn-top5000-b06-20260718
貴族	皇族	syn	syn-top5000-b06-20260718
邊位	邊個	syn	syn-top5000-b06-20260718
金色	金黃色	syn	syn-top5000-b06-20260718
阿仔	兒子	syn	syn-top5000-b06-20260718
鬧交	吵架	syn	syn-top5000-b06-20260718
看上去	看來	syn	syn-top5000-b06-20260718
存檔	保存	syn	syn-top5000-b06-20260718
庫存	存貨	syn	syn-top5000-b06-20260718
單手	一手	syn	syn-top5000-b06-20260718
嗌交	吵架	syn	syn-top5000-b06-20260718
四肢	手腳	syn	syn-top5000-b06-20260718
壺	水壺	syn	syn-top5000-b06-20260718
大大力	用力	syn	syn-top5000-b06-20260718
好眼	眼利	syn	syn-top5000-b06-20260718
小息	休息	syn	syn-top5000-b06-20260718
小隊	小組	syn	syn-top5000-b06-20260718
沙律	沙拉	syn	syn-top5000-b06-20260718
瘀	瘀傷	syn	syn-top5000-b06-20260718
紋身	刺青	syn	syn-top5000-b06-20260718
肉酸	丟臉	syn	syn-top5000-b06-20260718
轉校	轉學	syn	syn-top5000-b06-20260718
離家出走	出走	syn	syn-top5000-b06-20260718
單元	單位	syn	syn-top5000-b06-20260718
兩粒	兩個	syn	syn-top5000-b06-20260718
反轉	顛倒	syn	syn-top5000-b06-20260718
坐監	坐牢	syn	syn-top5000-b06-20260718
姣	騷	syn	syn-top5000-b06-20260718
宗教	信仰	syn	syn-top5000-b06-20260718
慳	節省	syn	syn-top5000-b06-20260718
我架	我嘅	syn	syn-top5000-b06-20260718
整到	搞到	syn	syn-top5000-b06-20260718
牠	它	syn	syn-top5000-b06-20260718
睇穿	看穿	syn	syn-top5000-b06-20260718
緣份	緣分	syn	syn-top5000-b06-20260718
開會	會議	syn	syn-top5000-b06-20260718
頸鍊	項鍊	syn	syn-top5000-b06-20260718
魚蛋	魚丸	syn	syn-top5000-b06-20260718
是以	因此	syn	syn-top5000-b06-20260718
國內外	海內外	syn	syn-top5000-b06-20260718
一腳踢	全能	syn	syn-top5000-b06-20260718
傻豬	傻瓜	syn	syn-top5000-b06-20260718
冇心	無心	syn	syn-top5000-b06-20260718
勢力	權勢	syn	syn-top5000-b06-20260718
士多	商店	syn	syn-top5000-b06-20260718
好勁	厲害	syn	syn-top5000-b06-20260718
娘親	母親	syn	syn-top5000-b06-20260718
市民	居民	syn	syn-top5000-b06-20260718
探員	偵探	syn	syn-top5000-b06-20260718
步行	走路	syn	syn-top5000-b06-20260718
眼白白	乾瞪眼	syn	syn-top5000-b06-20260718
等如	等於	syn	syn-top5000-b06-20260718
背住	揹着	syn	syn-top5000-b06-20260718
蔔	蘿蔔	syn	syn-top5000-b06-20260718
製	製造	syn	syn-top5000-b06-20260718
輔導	指導	syn	syn-top5000-b06-20260718
追上	趕上	syn	syn-top5000-b06-20260718
雞翼	翅膀	syn	syn-top5000-b06-20260718
測量	量度	syn	syn-top5000-b06-20260718
斑竹	版主	syn	syn-top5000-b06-20260718
得很	非常	syn	syn-top5000-b06-20260718
乸	雌	syn	syn-top5000-b06-20260718
合埋	合攏	syn	syn-top5000-b06-20260718
咁滯	幾乎	syn	syn-top5000-b06-20260718
好地地	好好地	syn	syn-top5000-b06-20260718
孭	揹	syn	syn-top5000-b06-20260718
小食	零食	syn	syn-top5000-b06-20260718
愈嚟愈	越來越	syn	syn-top5000-b06-20260718
日出	黎明	syn	syn-top5000-b06-20260718
日落	黃昏	syn	syn-top5000-b06-20260718
澈	清澈	syn	syn-top5000-b06-20260718
甜筒	雪糕	syn	syn-top5000-b06-20260718
結他	吉他	syn	syn-top5000-b06-20260718
翻到	翻去	syn	syn-top5000-b06-20260718
識講	識講嘢	syn	syn-top5000-b06-20260718
豬扒	豬排	syn	syn-top5000-b06-20260718
跪低	跪下	syn	syn-top5000-b06-20260718
銀仔	硬幣	syn	syn-top5000-b06-20260718
共有	共同	syn	syn-top5000-b06-20260718
七七八八	差不多	syn	syn-top5000-b06-20260718
人仔	人民幣	syn	syn-top5000-b06-20260718
初頭	起初	syn	syn-top5000-b06-20260718
勤力	勤奮	syn	syn-top5000-b06-20260718
嗰度	那裏	syn	syn-top5000-b06-20260718
奸笑	陰笑	syn	syn-top5000-b06-20260718
急不及待	迫不及待	syn	syn-top5000-b06-20260718
手指公	拇指	syn	syn-top5000-b06-20260718
極之	極其	syn	syn-top5000-b06-20260718
泳	游泳	syn	syn-top5000-b06-20260718
狗公	公犬	syn	syn-top5000-b06-20260718
瞇	眯	syn	syn-top5000-b06-20260718
花名	綽號	syn	syn-top5000-b06-20260718
落力	盡力	syn	syn-top5000-b06-20260718
薯仔	馬鈴薯	syn	syn-top5000-b06-20260718
變做	變成	syn	syn-top5000-b06-20260718
邊間	邊度	syn	syn-top5000-b06-20260718
開燈	亮燈	syn	syn-top5000-b06-20260718
風水	堪輿	syn	syn-top5000-b06-20260718
髮型	頭型	syn	syn-top5000-b06-20260718
炒作	哄抬	syn	syn-top5000-b06-20260718
最愛	至愛	syn	syn-top5000-b06-20260718
研究所	研究院	syn	syn-top5000-b06-20260718
做得	可以	syn	syn-top5000-b06-20260718
其他人	別人	syn	syn-top5000-b06-20260718
一嚟	一來	syn	syn-top5000-b06-20260718
侍應	侍應生	syn	syn-top5000-b06-20260718
勾起	引起	syn	syn-top5000-b06-20260718
反問	反詰	syn	syn-top5000-b06-20260718
唔覺意	無意中	syn	syn-top5000-b06-20260718
好靜	安靜	syn	syn-top5000-b06-20260718
嫌棄	厭惡	syn	syn-top5000-b06-20260718
晨早	早上	syn	syn-top5000-b06-20260718
有型	時髦	syn	syn-top5000-b06-20260718
水族館	海洋館	syn	syn-top5000-b06-20260718
泥膠	黏土	syn	syn-top5000-b06-20260718
生還	倖存	syn	syn-top5000-b06-20260718
的而且確	的確	syn	syn-top5000-b06-20260718
茶餐廳	茶室	syn	syn-top5000-b06-20260718
薯片	脆片	syn	syn-top5000-b06-20260718
好少	稀少	syn	syn-top5000-final-audit-20260718
無人	冇人	syn	syn-top5000-final-audit-20260718
唔經唔覺	不知不覺	syn	syn-len4-b01-20260718
異口同聲	眾口一詞	syn	syn-len4-b01-20260718
其他地方	別處	syn	syn-len4-b01-20260718
殺毒軟件	防毒軟件	syn	syn-len4-b01-20260718
電子郵件	電郵	syn	syn-len4-b01-20260718
環境保護	環保	syn	syn-len4-b01-20260718
手提電話	手機	syn	syn-len4-b01-20260718
豬朋狗友	狐朋狗友	syn	syn-len4-b01-20260718
不可避免	在所難免	syn	syn-len4-b01-20260718
事到如今	事已至此	syn	syn-len4-b01-20260718
智能手機	智能電話	syn	syn-len4-b01-20260718
驅動程序	驅動程式	syn	syn-len4-b01-20260718
不切實際	脱離實際	syn	syn-len4-b01-20260718
意大利粉	意粉	syn	syn-len4-b01-20260718
國際貿易	外貿	syn	syn-len4-b01-20260718
奧林匹克	奧運	syn	syn-len4-b01-20260718
高新技術	高科技	syn	syn-len4-b01-20260718
專業知識	專門知識	syn	syn-len4-b01-20260718
天氣預報	天氣預測	syn	syn-len4-b01-20260718
負面影響	消極影響	syn	syn-len4-b01-20260718
弱勢群體	弱勢社群	syn	syn-len4-b01-20260718
股票市場	股市	syn	syn-len4-b01-20260718
生活水平	生活水準	syn	syn-len4-b01-20260718
恐怖分子	恐怖份子	syn	syn-len4-b01-20260718
一廂情願	一相情願	syn	syn-len4-b01-20260718
城鎮居民	城市居民	syn	syn-len4-b01-20260718
無處不在	無所不在	syn	syn-len4-b01-20260718
質量管理	品質管理	syn	syn-len4-b01-20260718
求求其其	馬馬虎虎	syn	syn-len4-b01-20260718
源源不絕	源源不斷	syn	syn-len4-b01-20260718
滔滔不絕	口若懸河	syn	syn-len4-b01-20260718
公共場所	公眾場所	syn	syn-len4-b01-20260718
下定決心	下決心	syn	syn-len4-b01-20260718
不良反應	副作用	syn	syn-len4-b01-20260718
隨處可見	比比皆是	syn	syn-len4-b01-20260718
參考文獻	參考書目	syn	syn-len4-b01-20260718
心理健康	精神健康	syn	syn-len4-b01-20260718
程序設計	編程	syn	syn-len4-b01-20260718
日光日白	光天化日	syn	syn-len4-b01-20260718
投資銀行	投行	syn	syn-len4-b01-20260718
各不相同	各異	syn	syn-len4-b01-20260718
快手快腳	手急眼快	syn	syn-len4-b01-20260718
公共交通	大眾運輸	syn	syn-len4-b01-20260718
郵政編碼	郵遞區號	syn	syn-len4-b01-20260718
政府機關	政府機構	syn	syn-len4-b01-20260718
網絡環境	網路環境	syn	syn-len4-b01-20260718
興致勃勃	興高采烈	syn	syn-len4-b01-20260718
中央銀行	央行	syn	syn-len4-b01-20260718
恐怖襲擊	恐襲	syn	syn-len4-b01-20260718
現場直播	直播	syn	syn-len4-b01-20260718
難以想象	難以想像	syn	syn-len4-b01-20260718
可見一斑	略見一斑	syn	syn-len4-b01-20260718
夾手夾腳	礙手礙腳	syn	syn-len4-b01-20260718
刑事責任	刑責	syn	syn-len4-b01-20260718
受益匪淺	獲益良多	syn	syn-len4-b01-20260718
高分辨率	高清晰度	syn	syn-len4-b01-20260718
全力支持	鼎力支持	syn	syn-len4-b01-20260718
外匯市場	匯市	syn	syn-len4-b01-20260718
基本建設	基建	syn	syn-len4-b01-20260718
撕心裂肺	肝腸寸斷	syn	syn-len4-b01-20260718
公共關係	公關	syn	syn-len4-b01-20260718
前提條件	先決條件	syn	syn-len4-b01-20260718
牀上用品	寢具	syn	syn-len4-b01-20260718
電子信箱	電郵	syn	syn-len4-b01-20260718
畢業典禮	畢業禮	syn	syn-len4-b01-20260718
對衝基金	對沖基金	syn	syn-len4-b01-20260718
貨物運輸	貨運	syn	syn-len4-b01-20260718
後期製作	後製	syn	syn-len4-b01-20260718
公用事業	公共事業	syn	syn-len4-b01-20260718
一家大細	一家大小	syn	syn-len4-b01-20260718
出雙入對	成雙成對	syn	syn-len4-b01-20260718
房產中介	房屋中介	syn	syn-len4-b01-20260718
天壤之別	天淵之別	syn	syn-len4-b01-20260718
僅此而已	如此而已	syn	syn-len4-b01-20260718
唯物主義	唯物論	syn	syn-len4-b01-20260718
女主人公	女主角	syn	syn-len4-b01-20260718
夢中情人	夢中人	syn	syn-len4-b01-20260718
工作小組	工作組	syn	syn-len4-b01-20260718
養家餬口	養家活口	syn	syn-len4-b01-20260718
通俗易懂	淺顯易懂	syn	syn-len4-b01-20260718
數字信號	數位信號	syn	syn-len4-b01-20260718
民意調查	民調	syn	syn-len4-b01-20260718
延年益壽	益壽延年	syn	syn-len4-b01-20260718
傳輸速率	傳輸率	syn	syn-len4-b01-20260718
字裏行間	字裡行間	syn	syn-len4-b01-20260718
不一會兒	不一會	syn	syn-len4-b01-20260718
不懷好意	居心不良	syn	syn-len4-b02-20260718
東南西北	四面八方	syn	syn-len4-b02-20260718
標點符號	標點	syn	syn-len4-b02-20260718
節約能源	節能	syn	syn-len4-b02-20260718
勞動模範	勞模	syn	syn-len4-b02-20260718
筋疲力盡	精疲力竭	syn	syn-len4-b02-20260718
退伍軍人	退役軍人	syn	syn-len4-b02-20260718
天下無敵	所向無敵	syn	syn-len4-b02-20260718
不得其解	大惑不解	syn	syn-len4-b02-20260718
泣不成聲	痛哭失聲	syn	syn-len4-b02-20260718
慈善機構	慈善團體	syn	syn-len4-b02-20260718
利益衝突	利害衝突	syn	syn-len4-b02-20260718
初戀情人	初戀	syn	syn-len4-b02-20260718
手提電腦	筆記本電腦	syn	syn-len4-b02-20260718
機動車輛	機動車	syn	syn-len4-b02-20260718
專科學校	專科	syn	syn-len4-b02-20260718
木馬病毒	木馬	syn	syn-len4-b02-20260718
私有財產	私產	syn	syn-len4-b02-20260718
四方八面	四面八方	syn	syn-len4-b02-20260718
如此一來	這樣一來	syn	syn-len4-b02-20260718
聽唔入耳	聽不進去	syn	syn-len4-b02-20260718
閃閃縮縮	畏畏縮縮	syn	syn-len4-b02-20260718
軍事訓練	軍訓	syn	syn-len4-b02-20260718
一聲不吭	一言不發	syn	syn-len4-b02-20260718
定期存款	定期儲蓄	syn	syn-len4-b02-20260718
憤憤不平	忿忿不平	syn	syn-len4-b02-20260718
遮遮掩掩	躲躲閃閃	syn	syn-len4-b02-20260718
不用客氣	不客氣	syn	syn-len4-b02-20260718
日常用品	日用品	syn	syn-len4-b02-20260718
信用等級	信用評級	syn	syn-len4-b02-20260718
手足口病	手足口症	syn	syn-len4-b02-20260718
新生事物	新事物	syn	syn-len4-b02-20260718
貪污受賄	貪贓枉法	syn	syn-len4-b02-20260718
國營企業	國企	syn	syn-len4-b02-20260718
毛絨玩具	毛公仔	syn	syn-len4-b02-20260718
文具用品	文具	syn	syn-len4-b02-20260718
暗箱操作	黑箱操作	syn	syn-len4-b02-20260718
再生能源	可再生能源	syn	syn-len4-b02-20260718
突然之間	忽然之間	syn	syn-len4-b02-20260718
使用手冊	使用説明	syn	syn-len4-b02-20260718
心肌梗死	心肌梗塞	syn	syn-len4-b02-20260718
會議展覽	會展	syn	syn-len4-b02-20260718
世界貿易	國際貿易	syn	syn-len4-b02-20260718
開學典禮	開學禮	syn	syn-len4-b02-20260718
優惠價格	優惠價	syn	syn-len4-b02-20260718
同聲傳譯	即時傳譯	syn	syn-len4-b02-20260718
網頁地址	網址	syn	syn-len4-b02-20260718
通信網絡	通信網	syn	syn-len4-b02-20260718
知心朋友	知己	syn	syn-len4-b02-20260718
三番四次	三番五次	syn	syn-len4-b02-20260718
大大話話	誇誇其談	syn	syn-len4-b02-20260718
支吾以對	支吾其詞	syn	syn-len4-b02-20260718
無聲無息	悄無聲息	syn	syn-len4-b02-20260718
真真正正	真正	syn	syn-len4-b02-20260718
陸陸續續	陸續	syn	syn-len4-b02-20260718
電視直播	直播	syn	syn-len4-b02-20260718
吸取教訓	汲取教訓	syn	syn-len4-b02-20260718
渾身上下	全身上下	syn	syn-len4-b02-20260718
中秋佳節	中秋節	syn	syn-len4-b02-20260718
基因工程	遺傳工程	syn	syn-len4-b02-20260718
一時之間	一時	syn	syn-len4-b02-20260718
簡要介紹	簡介	syn	syn-len4-b02-20260718
量身定製	度身訂造	syn	syn-len4-b02-20260718
評審委員	評委	syn	syn-len4-b02-20260718
中心地帶	中心區	syn	syn-len4-b02-20260718
年紀輕輕	年少	syn	syn-len4-b02-20260718
心地善良	心地好	syn	syn-len4-b02-20260718
地球科學	地學	syn	syn-len4-b02-20260718
傷心欲絕	痛不欲生	syn	syn-len4-b02-20260718
放射治療	放療	syn	syn-len4-b02-20260718
恐怖電影	恐怖片	syn	syn-len4-b02-20260718
吵吵鬧鬧	吵鬧	syn	syn-len4-b02-20260718
乾淨利落	乾淨俐落	syn	syn-len4-b02-20260718
帶狀皰疹	生蛇	syn	syn-len4-b02-20260718
故意殺人	謀殺	syn	syn-len4-b02-20260718
健康檢查	體檢	syn	syn-len4-b02-20260718
選秀節目	選秀	syn	syn-len4-b02-20260718
一片漆黑	漆黑一團	syn	syn-len4-b02-20260718
從現在起	從今以後	syn	syn-len4-b02-20260718
健身運動	健身	syn	syn-len4-b02-20260718
內幕交易	內線交易	syn	syn-len4-b02-20260718
援助之手	援手	syn	syn-len4-b02-20260718
猝不及防	措手不及	syn	syn-len4-b02-20260718
質量檢查	品質檢查	syn	syn-len4-b02-20260718
植物保護	植保	syn	syn-len4-b02-20260718
電化教育	電化教學	syn	syn-len4-b02-20260718
周而復始	週而復始	syn	syn-len4-b02-20260718
中國醫藥	中醫藥	syn	syn-len4-b02-20260718
精神分裂	思覺失調	syn	syn-len4-b02-20260718
有機玻璃	亞克力	syn	syn-len4-b02-20260718
人流手術	人工流產	syn	syn-len4-b02-20260718
瑟瑟發抖	顫抖	syn	syn-len4-b02-20260718
家庭作業	功課	syn	syn-len4-b02-20260718
致癌物質	致癌物	syn	syn-len4-b02-20260718
尋人啓事	尋人啟事	syn	syn-len4-b02-20260718
直系親屬	直系血親	syn	syn-len4-b02-20260718
學生運動	學運	syn	syn-len4-b03-20260718
程序控制	程控	syn	syn-len4-b03-20260718
雙管齊下	左右開弓	syn	syn-len4-b03-20260718
神清氣爽	精神爽利	syn	syn-len4-b03-20260718
道德品質	品德	syn	syn-len4-b03-20260718
無可避免	不可避免	syn	syn-len4-b03-20260718
簡單明瞭	淺顯易懂	syn	syn-len4-b03-20260718
絮絮叨叨	嘮嘮叨叨	syn	syn-len4-b03-20260718
軍事委員	軍委	syn	syn-len4-b03-20260718
呼呼大睡	酣睡	syn	syn-len4-b03-20260718
眼皮底下	眼底下	syn	syn-len4-b03-20260718
言行舉止	言談舉止	syn	syn-len4-b03-20260718
節約用水	節水	syn	syn-len4-b03-20260718
真心真意	真心實意	syn	syn-len4-b03-20260718
通貨緊縮	通縮	syn	syn-len4-b03-20260718
帕金森病	柏金遜症	syn	syn-len4-b03-20260718
無路可走	走投無路	syn	syn-len4-b03-20260718
多管閒事	好管閒事	syn	syn-len4-b03-20260718
自下而上	由下而上	syn	syn-len4-b03-20260718
不理不睬	置之不理	syn	syn-len4-b03-20260718
前後左右	四周	syn	syn-len4-b03-20260718
另闢蹊徑	獨闢蹊徑	syn	syn-len4-b03-20260718
瘋瘋癲癲	瘋癲	syn	syn-len4-b03-20260718
國內貿易	內貿	syn	syn-len4-b03-20260718
思維敏捷	思路敏捷	syn	syn-len4-b03-20260718
費盡心思	費盡心機	syn	syn-len4-b03-20260718
投案自首	自首	syn	syn-len4-b03-20260718
數據接口	數據介面	syn	syn-len4-b03-20260718
有聲讀物	有聲書	syn	syn-len4-b03-20260718
女權主義	女性主義	syn	syn-len4-b03-20260718
止跌回升	止跌回穩	syn	syn-len4-b03-20260718
空空蕩蕩	空蕩蕩	syn	syn-len4-b03-20260718
一時半會	一時半刻	syn	syn-len4-b03-20260718
四處張望	東張西望	syn	syn-len4-b03-20260718
活期存款	活期儲蓄	syn	syn-len4-b03-20260718
五筆字型	五筆字形	syn	syn-len4-b03-20260718
單打獨鬥	單槍匹馬	syn	syn-len4-b03-20260718
愛理不理	愛答不理	syn	syn-len4-b03-20260718
電影明星	影星	syn	syn-len4-b03-20260718
氣象預報	天氣預報	syn	syn-len4-b03-20260718
精雕細琢	精雕細刻	syn	syn-len4-b03-20260718
人工授精	人工受精	syn	syn-len4-b03-20260718
化學纖維	化纖	syn	syn-len4-b03-20260718
水路運輸	水運	syn	syn-len4-b03-20260718
辨證論治	辨證施治	syn	syn-len4-b03-20260718
枯燥無味	枯燥乏味	syn	syn-len4-b03-20260718
齊頭並進	並駕齊驅	syn	syn-len4-b03-20260718
傳動裝置	傳動機構	syn	syn-len4-b03-20260718
公共廁所	公廁	syn	syn-len4-b03-20260718
收支平衡	收支相抵	syn	syn-len4-b03-20260718
最後通牒	哀的美敦書	syn	syn-len4-b03-20260718
窮追不捨	窮追猛打	syn	syn-len4-b03-20260718
習慣用語	慣用語	syn	syn-len4-b03-20260718
閒言碎語	閒言閒語	syn	syn-len4-b03-20260718
公務人員	公務員	syn	syn-len4-b03-20260718
將信將疑	半信半疑	syn	syn-len4-b03-20260718
穿着打扮	衣著打扮	syn	syn-len4-b03-20260718
精神飽滿	精神奕奕	syn	syn-len4-b03-20260718
大量生產	量產	syn	syn-len4-b03-20260718
得力助手	左右手	syn	syn-len4-b03-20260718
難以相信	難以置信	syn	syn-len4-b03-20260718
不藥而癒	不治而癒	syn	syn-len4-b03-20260718
心裏有數	心中有數	syn	syn-len4-b03-20260718
精神失常	精神錯亂	syn	syn-len4-b03-20260718
面帶笑容	面帶微笑	syn	syn-len4-b03-20260718
一夫一妻	一夫一妻制	syn	syn-len4-b03-20260718
轉眼之間	轉瞬間	syn	syn-len4-b03-20260718
體格檢查	體檢	syn	syn-len4-b03-20260718
便利商店	便利店	syn	syn-len4-b03-20260718
臨牀實驗	臨牀試驗	syn	syn-len4-b03-20260718
雞飛狗跳	雞飛狗走	syn	syn-len4-b03-20260718
公立學校	官立學校	syn	syn-len4-b03-20260718
高等法院	高院	syn	syn-len4-b03-20260718
十六進制	十六進位	syn	syn-len4-b03-20260718
非比尋常	不同尋常	syn	syn-len4-b03-20260718
切實有效	行之有效	syn	syn-len4-b03-20260718
付諸行動	付諸實施	syn	syn-len4-b03-20260718
良苦用心	用心良苦	syn	syn-len4-b03-20260718
全體師生	全校師生	syn	syn-len4-b03-20260718
隨叫隨到	隨傳隨到	syn	syn-len4-b03-20260718
人文科學	人文學科	syn	syn-len4-b03-20260718
風流倜儻	風流瀟灑	syn	syn-len4-b03-20260718
一錯再錯	一誤再誤	syn	syn-len4-b03-20260718
美夢成真	夢想成真	syn	syn-len4-b03-20260718
渾水摸魚	混水摸魚	syn	syn-len4-b03-20260718
白頭到老	白頭偕老	syn	syn-len4-b03-20260718
活力四射	生氣勃勃	syn	syn-len4-b03-20260718
高人一等	勝人一籌	syn	syn-len4-b03-20260718
故地重遊	舊地重遊	syn	syn-len4-b03-20260718
大徹大悟	恍然大悟	syn	syn-len4-b03-20260718
神出鬼沒	出沒無常	syn	syn-len4-b03-20260718
威逼利誘	軟硬兼施	syn	syn-len4-b03-20260718
氣定神閒	泰然自若	syn	syn-len4-b03-20260718
財源滾滾	財源廣進	syn	syn-len4-b03-20260718
一箭雙鵰	一石二鳥	syn	syn-len4-b03-20260718
逃出生天	死裏逃生	syn	syn-len4-b03-20260718
來歷不明	來路不明	syn	syn-len4-b03-20260718
時光飛逝	光陰似箭	syn	syn-len4-b03-20260718
大富大貴	榮華富貴	syn	syn-len4-b03-20260718
國防工業	軍工	syn	syn-len4-b03-20260718
國家元首	元首	syn	syn-len4-b03-20260718
世界市場	國際市場	syn	syn-len4-b03-20260718
不可戰勝	戰無不勝	syn	syn-len4-b03-20260718
獨來獨往	獨往獨來	syn	syn-len4-b03-20260718
領銜主演	主演	syn	syn-len4-b03-20260718
五穀雜糧	雜糧	syn	syn-len4-b03-20260718
武警戰士	武警	syn	syn-len4-b04-20260718
自助餐廳	自助餐	syn	syn-len4-b04-20260718
出土文物	古物	syn	syn-len4-b04-20260718
立足之地	立錐之地	syn	syn-len4-b04-20260718
麻醉藥品	麻醉藥	syn	syn-len4-b04-20260718
口無遮攔	口沒遮攔	syn	syn-len4-b04-20260718
搶先一步	捷足先登	syn	syn-len4-b04-20260718
明日之星	新星	syn	syn-len4-b04-20260718
穩扎穩打	穩紮穩打	syn	syn-len4-b04-20260718
核心人物	中心人物	syn	syn-len4-b04-20260718
水火不容	勢不兩立	syn	syn-len4-b04-20260718
驚歎不已	讚歎不已	syn	syn-len4-b04-20260718
全然不知	一無所知	syn	syn-len4-b04-20260718
十之八九	十有八九	syn	syn-len4-b04-20260718
扭轉乾坤	力挽狂瀾	syn	syn-len4-b04-20260718
招人喜歡	討人喜歡	syn	syn-len4-b04-20260718
不堪忍受	忍無可忍	syn	syn-len4-b04-20260718
名符其實	名副其實	syn	syn-len4-b04-20260718
太平盛世	盛世	syn	syn-len4-b04-20260718
失血過多	大出血	syn	syn-len4-b04-20260718
爵士音樂	爵士樂	syn	syn-len4-b04-20260718
課外讀物	課外書	syn	syn-len4-b04-20260718
農曆新年	春節	syn	syn-len4-b04-20260718
駕駛執照	駕照	syn	syn-len4-b04-20260718
噪聲污染	噪音污染	syn	syn-len4-b04-20260718
科學普及	科普	syn	syn-len4-b04-20260718
跌打損傷	跌打	syn	syn-len4-b04-20260718
迴光返照	回光反照	syn	syn-len4-b04-20260718
不能自已	情不自禁	syn	syn-len4-b04-20260718
國家機構	國家機關	syn	syn-len4-b04-20260718
完美無瑕	完美無缺	syn	syn-len4-b04-20260718
西班牙文	西班牙語	syn	syn-len4-b04-20260718
雙目失明	失明	syn	syn-len4-b04-20260718
專職人員	專職	syn	syn-len4-b04-20260718
添油加醋	加油添醋	syn	syn-len4-b04-20260718
產前檢查	產檢	syn	syn-len4-b04-20260718
發財致富	致富	syn	syn-len4-b04-20260718
真假難辨	真偽莫辨	syn	syn-len4-b04-20260718
碳酸氫鈉	蘇打粉	syn	syn-len4-b04-20260718
衣衫襤褸	衣不蔽體	syn	syn-len4-b04-20260718
遊行示威	示威遊行	syn	syn-len4-b04-20260718
一直往前	勇往直前	syn	syn-len4-b04-20260718
交通意外	交通事故	syn	syn-len4-b04-20260718
小兒麻痹	小兒麻痺	syn	syn-len4-b04-20260718
新來乍到	初來乍到	syn	syn-len4-b04-20260718
無休無止	沒完沒了	syn	syn-len4-b04-20260718
登門拜訪	登門造訪	syn	syn-len4-b04-20260718
等一會兒	稍等	syn	syn-len4-b04-20260718
左右搖擺	搖擺不定	syn	syn-len4-b04-20260718
