literal	pos	family	voice	source	evidence	confidence	verdict	review_note	stratum	audit_verdict	audit_note
君子好逑	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
吞聲忍氣	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
否極泰來	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
含冤莫白	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
含沙射影	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
含笑入地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
含血噴人	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
含辛茹苦	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
吳市吹簫	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
吳牛喘月	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
吳頭楚尾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
吹毛求疵	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
吹燈拔蠟	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
吹牛拍馬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
吹皺一池春水	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
吹簫乞食	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
告貸無門	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
呢喃細語	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
味同嚼蠟	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
呼之欲出	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
呼天搶地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
呼朋引類	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
呼牛作馬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
呼牛呼馬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
呼風喚雨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
咄咄逼人	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
咆哮如雷	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
和衣而卧	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
和衷共濟	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
咎有應得	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
咎由自取	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
咬定牙根	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
咬定牙關	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
哀兵必勝	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
哀告賓服	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
哀毀骨立	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
哀而不傷	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
哀莫大於心死	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
哀鴻遍野	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
哭笑不得	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
哲人其萎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
唇槍舌劍	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
唇紅齒白	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
唇齒之邦	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
唇齒相依	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
唉聲嘆氣	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
唯利是圖	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
唯命是從	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
唯唯諾諾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
唯妙唯肖	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
唯我獨尊	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
唾面自乾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
啜菽飲水	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
啼飢號寒	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
善自為謀	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
善門難開	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喊冤叫屈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喋喋不休	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喜上眉梢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喜出望外	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喜形於色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喜怒不形於色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喜怒哀樂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喜聞樂見	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喪心病狂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喪權辱國	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喪盡天良	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喪魂落魄	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
喬裝打扮	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
嗜痂之癖	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
嗤之以鼻	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
嗷嗷待哺	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
嘖嘖稱羨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
嘖有煩言	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
嘟嘟噥噥	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
嘴甜心苦	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
噓寒問暖	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
噤若寒蟬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
嚴陣以待	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
囊空如洗	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
囚首垢面	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
四大皆空	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
四平八穩	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
四時八節	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
四海之內皆兄弟	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
四海昇平	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
四海為家	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
四海飄零	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
四通八達	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
回味無窮	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
回天乏術	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
回心轉意	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
回頭是岸	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
因人而異	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
因利乘便	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
因勢利導	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
因噎廢食	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
因地制宜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
因時制宜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
因禍得福	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
因襲陳規	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
因陋就簡	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
困獸猶鬥	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
固步自封	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
國富兵強	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
國富民安	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
國富民強	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
國步艱難	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
國色天香	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
國難當頭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
圍城打援	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
圍魏救趙	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
圓顱方趾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
圖窮匕見	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
圖謀不軌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
圖財害命	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
團團轉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
土崩瓦解	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
土牛木馬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
土階茅茨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
土雞瓦狗	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
在所不惜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
地久天長	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
地大物博	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
地廣人稀	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
坎坷不平	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
坐不垂堂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
坐失機宜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
坐山觀虎鬥	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
坐觀成敗	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
坐言起行	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
垂手可得	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
垂死掙扎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
垂涎三尺	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
垂涎欲滴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
埋天怨地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
埋頭苦幹	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
城下之盟	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
城狐社鼠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
執法如山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
執牛耳	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
堅如磐石	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
堅強不屈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
堅忍不拔	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
堅持不懈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
堅苦卓絕	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
堅韌不拔	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
堆金積玉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
堤潰蟻孔	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
報本反始	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
塗脂抹粉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
塞翁失馬焉知非福	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
墮雲霧中	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
壁壘森嚴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
壎篪相和	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
壹敗塗地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
壽比南山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
壽陵失步	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
夏爐冬扇	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
夏蟲不可以語冰	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
外寬內忌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
夙夜匪懈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
夙興夜寐	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
多一事不如少一事	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
多多益善	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
多如牛毛	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
多愁多病	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
多此一舉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
多災多難	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
多聞闕疑	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
多行不義必自斃	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
多財善賈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
多錢善賈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
夜不閉户	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
夜郎自大	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
夜闌人靜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大中至正	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大仁大義	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大功告成	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大勇若怯	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大動干戈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大動肝火	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大同小異	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大名鼎鼎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大吹法螺	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
